"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"co244","Customer Order","TD for CO","td243","Transport Document","(Customer Order,Transport Document)","(co244,td243)","ENTITY","221874"
"co245","Customer Order","TD for CO","td250","Transport Document","(Customer Order,Transport Document)","(co245,td250)","ENTITY","221875"
"co246","Customer Order","TD for CO","td241","Transport Document","(Customer Order,Transport Document)","(co246,td241)","ENTITY","221876"
"co247","Customer Order","TD for CO","td247","Transport Document","(Customer Order,Transport Document)","(co247,td247)","ENTITY","221877"
"co248","Customer Order","TD for CO","td246","Transport Document","(Customer Order,Transport Document)","(co248,td246)","ENTITY","221878"
"co249","Customer Order","TD for CO","td245","Transport Document","(Customer Order,Transport Document)","(co249,td245)","ENTITY","221879"
"co250","Customer Order","TD for CO","td251","Transport Document","(Customer Order,Transport Document)","(co250,td251)","ENTITY","221880"
"co251","Customer Order","TD for CO","td256","Transport Document","(Customer Order,Transport Document)","(co251,td256)","ENTITY","221881"
"co252","Customer Order","TD for CO","td249","Transport Document","(Customer Order,Transport Document)","(co252,td249)","ENTITY","221882"
"co253","Customer Order","TD for CO","td252","Transport Document","(Customer Order,Transport Document)","(co253,td252)","ENTITY","221883"
"co254","Customer Order","TD for CO","td254","Transport Document","(Customer Order,Transport Document)","(co254,td254)","ENTITY","221884"
"co255","Customer Order","TD for CO","td262","Transport Document","(Customer Order,Transport Document)","(co255,td262)","ENTITY","221885"
"co256","Customer Order","TD for CO","td258","Transport Document","(Customer Order,Transport Document)","(co256,td258)","ENTITY","221886"
"co257","Customer Order","TD for CO","td253","Transport Document","(Customer Order,Transport Document)","(co257,td253)","ENTITY","221887"
"co258","Customer Order","TD for CO","td255","Transport Document","(Customer Order,Transport Document)","(co258,td255)","ENTITY","221888"
"co259","Customer Order","TD for CO","td257","Transport Document","(Customer Order,Transport Document)","(co259,td257)","ENTITY","221889"
"co260","Customer Order","TD for CO","td260","Transport Document","(Customer Order,Transport Document)","(co260,td260)","ENTITY","221890"
"co261","Customer Order","TD for CO","td267","Transport Document","(Customer Order,Transport Document)","(co261,td267)","ENTITY","221891"
"co262","Customer Order","TD for CO","td264","Transport Document","(Customer Order,Transport Document)","(co262,td264)","ENTITY","221892"
"co263","Customer Order","TD for CO","td261","Transport Document","(Customer Order,Transport Document)","(co263,td261)","ENTITY","221893"
"co264","Customer Order","TD for CO","td263","Transport Document","(Customer Order,Transport Document)","(co264,td263)","ENTITY","221894"
"co265","Customer Order","TD for CO","td259","Transport Document","(Customer Order,Transport Document)","(co265,td259)","ENTITY","221895"
"co266","Customer Order","TD for CO","td265","Transport Document","(Customer Order,Transport Document)","(co266,td265)","ENTITY","221896"
"co267","Customer Order","TD for CO","td269","Transport Document","(Customer Order,Transport Document)","(co267,td269)","ENTITY","221897"
"co268","Customer Order","TD for CO","td266","Transport Document","(Customer Order,Transport Document)","(co268,td266)","ENTITY","221898"
"co269","Customer Order","TD for CO","td268","Transport Document","(Customer Order,Transport Document)","(co269,td268)","ENTITY","221899"
"co270","Customer Order","TD for CO","td280","Transport Document","(Customer Order,Transport Document)","(co270,td280)","ENTITY","221900"
"co271","Customer Order","TD for CO","td282","Transport Document","(Customer Order,Transport Document)","(co271,td282)","ENTITY","221901"
"co272","Customer Order","TD for CO","td270","Transport Document","(Customer Order,Transport Document)","(co272,td270)","ENTITY","221902"
"co273","Customer Order","TD for CO","td272","Transport Document","(Customer Order,Transport Document)","(co273,td272)","ENTITY","221903"
"co274","Customer Order","TD for CO","td273","Transport Document","(Customer Order,Transport Document)","(co274,td273)","ENTITY","221904"
"co275","Customer Order","TD for CO","td279","Transport Document","(Customer Order,Transport Document)","(co275,td279)","ENTITY","221905"
"co276","Customer Order","TD for CO","td271","Transport Document","(Customer Order,Transport Document)","(co276,td271)","ENTITY","221906"
"co277","Customer Order","TD for CO","td277","Transport Document","(Customer Order,Transport Document)","(co277,td277)","ENTITY","221907"
"co278","Customer Order","TD for CO","td275","Transport Document","(Customer Order,Transport Document)","(co278,td275)","ENTITY","221908"
"co279","Customer Order","TD for CO","td276","Transport Document","(Customer Order,Transport Document)","(co279,td276)","ENTITY","221909"
"co280","Customer Order","TD for CO","td274","Transport Document","(Customer Order,Transport Document)","(co280,td274)","ENTITY","221910"
"co281","Customer Order","TD for CO","td278","Transport Document","(Customer Order,Transport Document)","(co281,td278)","ENTITY","221911"
"co282","Customer Order","TD for CO","td281","Transport Document","(Customer Order,Transport Document)","(co282,td281)","ENTITY","221912"
"co283","Customer Order","TD for CO","td283","Transport Document","(Customer Order,Transport Document)","(co283,td283)","ENTITY","221913"
"co284","Customer Order","TD for CO","td285","Transport Document","(Customer Order,Transport Document)","(co284,td285)","ENTITY","221914"
"co285","Customer Order","TD for CO","td284","Transport Document","(Customer Order,Transport Document)","(co285,td284)","ENTITY","221915"
"co286","Customer Order","TD for CO","td289","Transport Document","(Customer Order,Transport Document)","(co286,td289)","ENTITY","221916"
"co287","Customer Order","TD for CO","td286","Transport Document","(Customer Order,Transport Document)","(co287,td286)","ENTITY","221917"
"co288","Customer Order","TD for CO","td287","Transport Document","(Customer Order,Transport Document)","(co288,td287)","ENTITY","221918"
"co289","Customer Order","TD for CO","td290","Transport Document","(Customer Order,Transport Document)","(co289,td290)","ENTITY","221919"
"co290","Customer Order","TD for CO","td288","Transport Document","(Customer Order,Transport Document)","(co290,td288)","ENTITY","221920"
"co291","Customer Order","TD for CO","td299","Transport Document","(Customer Order,Transport Document)","(co291,td299)","ENTITY","221921"
"co292","Customer Order","TD for CO","td295","Transport Document","(Customer Order,Transport Document)","(co292,td295)","ENTITY","221922"
"co293","Customer Order","TD for CO","td291","Transport Document","(Customer Order,Transport Document)","(co293,td291)","ENTITY","221923"
"co294","Customer Order","TD for CO","td297","Transport Document","(Customer Order,Transport Document)","(co294,td297)","ENTITY","221924"
"co295","Customer Order","TD for CO","td296","Transport Document","(Customer Order,Transport Document)","(co295,td296)","ENTITY","221925"
"co296","Customer Order","TD for CO","td293","Transport Document","(Customer Order,Transport Document)","(co296,td293)","ENTITY","221926"
"co297","Customer Order","TD for CO","td292","Transport Document","(Customer Order,Transport Document)","(co297,td292)","ENTITY","221927"
"co298","Customer Order","TD for CO","td294","Transport Document","(Customer Order,Transport Document)","(co298,td294)","ENTITY","221928"
"co299","Customer Order","TD for CO","td298","Transport Document","(Customer Order,Transport Document)","(co299,td298)","ENTITY","221929"
"co300","Customer Order","TD for CO","td301","Transport Document","(Customer Order,Transport Document)","(co300,td301)","ENTITY","221930"
"co301","Customer Order","TD for CO","td300","Transport Document","(Customer Order,Transport Document)","(co301,td300)","ENTITY","221931"
"co302","Customer Order","TD for CO","td305","Transport Document","(Customer Order,Transport Document)","(co302,td305)","ENTITY","221932"
"co303","Customer Order","TD for CO","td306","Transport Document","(Customer Order,Transport Document)","(co303,td306)","ENTITY","221933"
"co304","Customer Order","TD for CO","td303","Transport Document","(Customer Order,Transport Document)","(co304,td303)","ENTITY","221934"
"co305","Customer Order","TD for CO","td302","Transport Document","(Customer Order,Transport Document)","(co305,td302)","ENTITY","221935"
"co306","Customer Order","TD for CO","td309","Transport Document","(Customer Order,Transport Document)","(co306,td309)","ENTITY","221936"
"co307","Customer Order","TD for CO","td304","Transport Document","(Customer Order,Transport Document)","(co307,td304)","ENTITY","221937"
"co308","Customer Order","TD for CO","td308","Transport Document","(Customer Order,Transport Document)","(co308,td308)","ENTITY","221938"
"co309","Customer Order","TD for CO","td307","Transport Document","(Customer Order,Transport Document)","(co309,td307)","ENTITY","221939"
"co310","Customer Order","TD for CO","td317","Transport Document","(Customer Order,Transport Document)","(co310,td317)","ENTITY","221940"
"co311","Customer Order","TD for CO","td313","Transport Document","(Customer Order,Transport Document)","(co311,td313)","ENTITY","221941"
"co312","Customer Order","TD for CO","td316","Transport Document","(Customer Order,Transport Document)","(co312,td316)","ENTITY","221942"
"co313","Customer Order","TD for CO","td310","Transport Document","(Customer Order,Transport Document)","(co313,td310)","ENTITY","221943"
"co314","Customer Order","TD for CO","td311","Transport Document","(Customer Order,Transport Document)","(co314,td311)","ENTITY","221944"
"co315","Customer Order","TD for CO","td324","Transport Document","(Customer Order,Transport Document)","(co315,td324)","ENTITY","221945"
"co316","Customer Order","TD for CO","td312","Transport Document","(Customer Order,Transport Document)","(co316,td312)","ENTITY","221946"
"co317","Customer Order","TD for CO","td314","Transport Document","(Customer Order,Transport Document)","(co317,td314)","ENTITY","221947"
"co318","Customer Order","TD for CO","td315","Transport Document","(Customer Order,Transport Document)","(co318,td315)","ENTITY","221948"
"co319","Customer Order","TD for CO","td319","Transport Document","(Customer Order,Transport Document)","(co319,td319)","ENTITY","221949"
"co320","Customer Order","TD for CO","td320","Transport Document","(Customer Order,Transport Document)","(co320,td320)","ENTITY","221950"
"co321","Customer Order","TD for CO","td318","Transport Document","(Customer Order,Transport Document)","(co321,td318)","ENTITY","221951"
"co322","Customer Order","TD for CO","td328","Transport Document","(Customer Order,Transport Document)","(co322,td328)","ENTITY","221952"
"co323","Customer Order","TD for CO","td321","Transport Document","(Customer Order,Transport Document)","(co323,td321)","ENTITY","221953"
"co324","Customer Order","TD for CO","td322","Transport Document","(Customer Order,Transport Document)","(co324,td322)","ENTITY","221954"
"co325","Customer Order","TD for CO","td325","Transport Document","(Customer Order,Transport Document)","(co325,td325)","ENTITY","221955"
"co326","Customer Order","TD for CO","td323","Transport Document","(Customer Order,Transport Document)","(co326,td323)","ENTITY","221956"
"co327","Customer Order","TD for CO","td327","Transport Document","(Customer Order,Transport Document)","(co327,td327)","ENTITY","221957"
